Date,CDI
20130902,000000872                                                               
20130904,000000872                                                               
20130905,000000872                                                               
20130906,000000872                                                               
20130909,000000872                                                               
20130910,000000872                                                               
20130911,000000872                                                               
20130912,000000872                                                               
20130913,000000872                                                               
20130916,000000872                                                               
20130917,000000872                                                               
20130918,000000872                                                               
20130919,000000871                                                               
20130920,000000870                                                               
20130923,000000870                                                               
20130924,000000870                                                               
20130925,000000881                                                               
20130926,000000872                                                               
20130927,000000871                                                               
20130930,000000871                                                               
20131001,000000871                                                               
20131002,000000870                                                               
20131003,000000870                                                               
20131004,000000883                                                               
20131007,000000881                                                               
20131008,000000881                                                               
20131009,000000885                                                               
20131010,000000936                                                               
20131011,000000932                                                               
20131014,000000935                                                               
20131015,000000935                                                               
20131016,000000935                                                               
20131017,000000935                                                               
20131018,000000932                                                               
20131021,000000935                                                               
20131022,000000935                                                               
20131023,000000932                                                               
20131024,000000932                                                               
20131025,000000932                                                               
20131028,000000932                                                               
20131029,000000932                                                               
20131030,000000932                                                               
20131031,000000932                                                               
20131101,000000932                                                               
20131104,000000928                                                               
20131105,000000928                                                               
20131106,000000928                                                               
20131107,000000928                                                               
20131108,000000928                                                               
20131111,000000928                                                               
20131112,000000928                                                               
20131113,000000928                                                               
20131114,000000928                                                               
20131118,000000928                                                               
20131119,000000928                                                               
20131120,000000928                                                               
20131121,000000928                                                               
20131122,000000928                                                               
20131125,000000928                                                               
20131126,000000928                                                               
20131127,000000928                                                               
20131128,000000977                                                               
20131129,000000977                                                               
20131202,000000977                                                               
20131203,000000977                                                               
20131204,000000977                                                               
20131205,000000977                                                               
20131206,000000976                                                               
20131209,000000985                                                               
20131210,000000977                                                               
20131211,000000977                                                               
20131212,000000977                                                               
20131213,000000977                                                               
20131216,000000985                                                               
20131217,000000977                                                               
20131218,000000977                                                               
20131219,000000977                                                               
20131220,000000977                                                               
20131223,000000977                                                               
20131224,000000977                                                               
20131226,000000977                                                               
20131227,000000977                                                               
20131230,000000977                                                               
20131231,000000977                                                               
